genre,fullplot,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,film-noir,history,horror,music,musical,mystery,romance,sci-fi,short,sport,thriller,war,western
['drama'],Tragedy of a 8 year old girl coping with a gruesome rape damaging her internally and affecting emotionally tries to overcome all obstacles that are about to happen in her life aftermath of the incident with a good support from her family and those around her.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['drama', 'romance']",It starts with a guy trying to get a girl he met at a party to like him. She refuses but he doesn't give up and story continues in a long and interesting conversations between them during which he manages to gain her attention.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['comedy'],"From National Lampoon, the masters of raunchy comedy, comes a summer tale of beers, babes, and bros! In the surf town of Ventura, California, JD's surf board is stolen by a surfer from Los Angeles...a crime that cannot go unpunished. Gathering his friends and the local surf hero, Mike Mooney, they take a road trip to LA to get the surfboard back, then return to Ventura for the wildest summer party ever!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['comedy', 'horror']","A group of drag-racing fanatics, members of a Los Angeles club, move into an old deserted mansion and set up shop, making it their headquarters. They hold a Halloween masked ball for the club's grand opening, and invite everyone to come dressed as their favorite monster! Oddly enough, the festivities turn sour when one of the bright youths discovers an impostor among them in the form of an honest-to-gosh live monster who's been hogging all the dances with the best-looking girls!",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['crime', 'drama', 'mystery']","A psychiatrist who is married, is having an affair. His wife threatens to divorce him and take him to the cleaners if she ever catches him. So along with his mistress he plans to kill her and make it seem like she was killed by an intruder. He goes out of town as part of his plan and returns to find the police there investigating and the man investigating is Lt. Columbo. Columbo is a little odd and he asks the man some questions that he finds intrusive. Columbo continues to question him and the man's friend an ADA warns Columbo to watch his step. But Columbo goes on.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['action', 'sci-fi', 'sport']","In a futuristic society where corporations have replaced countries, the violent game of Rollerball is used to control the populace by demonstrating the futility of individuality. However, one player, Jonathan E., rises to the top, fights for his personal freedom, and threatens the corporate control.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"['fantasy', 'horror', 'mystery']","Two investigative reporters for a tabloid magazine track down across country ""The Night Flier"", a serial killer who travels by private plane stalking victims in rural airports. One of the reporters, Richard Dees, begins to suspect that ""the Night Flier could perhaps be a vampire"".",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
"['comedy', 'drama']","When high school dropout Maria Coughlin announces her pregnancy to her parents, her father drops dead on the floor. Her mother kicks her out of the house and her boyfriend dumps her, so Maria is left alone and homeless. This is when she meets Matthew Slaughter. Matthew is an educated high school graduate with a great talent for fixing electronic devices, but he can't hang on to a job because of his principled attitude towards quality. When Maria accepts Matthew's offer to help her, they begin to form a relationship with each other in which both of them begin to change.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['adventure', 'sci-fi', 'thriller']","A story centered around a group of elite passengers on board an inaugural luxury, transoceanic flight that turns into a disaster.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
['drama'],"In Paris, the thirty-two years old travesty St�phanie a.k.a. Pierre is a streetwalker that lives with the Egyptian gay hustler Djamel and the Russian gay Mikhail that works in a restaurant. When the hospital where her mother Liliane is terminal calls her, she travels with her two lovers to the countryside to look after her dying mother. While at home, she recalls her childhood and how she met Djamel and Mikhail.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['comedy', 'drama']","Brooks Wilson is in crisis. He is torn between his wife Selma and two daughters and his mistress Grace, and also between his career as a successful illustrator and his feeling that he might still produce something worthwhile.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['documentary', 'biography', 'history']","This documentary tells the story of film director Aleksandr Medvedkin, throughout his life a sincere believer in communism, whose films were repeatedly banned in the Soviet Union. Modern Russian film students express their excitement at seeing his film HAPPINESS for the first time, and his contemporaries shed light on his life and work.",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['crime', 'drama', 'thriller']","Zed has only just arrived in the beautiful Paris and already he's up to no good. Having just slept with a call girl, he spends a night on the town with his dangerous friends. They all decide to rob a bank the following day. There's only one problem: Zed's call-girl, Zoe, just happens to work at the bank which is to be robbed!",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
['comedy'],"Checco, an uneducated but self-satisfied fellow from Milan, who has always dreamed of becoming a police officer, fails his entrance exam for the third time. It must be said that at the oral examination Checco said that the reason why he wanted to join the police was benefits in kind and cronyism! But the young man has connections and he soon finds himself a security agent at the Milan Cathedral. Of course the bumbling idiot proves a living catastrophe! Spotted by Sufien, an Arab terrorist who is preparing an attack against the cathedral, Checco appears as the perfect sucker. To manipulate him, he sends his charming sister Farah to him, with the mission to seduce him...",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['comedy', 'musical', 'romance']","The Robinson family are spending two weeks of summer vacation at a resort in the Catskills. Older daughter Patti vies with her friend, Valeria, for the affections of Demi Armendez but Patti is at a disadvantage because her parents think she is too young for boys. But with Patti singing at an amateur show and a dance, her adventures in quest of Armendez ends happily.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"['horror', 'thriller']",A single mom and her two boys help take care of their grandmother with mystical powers.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"['drama', 'romance']","Mike is romantic and persistent, a social worker at a psychiatric clinic who falls for a new intern. Gabriela is passionate; she's also engaged; although her love for her fiance Patrick seems more fraternal than erotic, she has an overwhelming sense of obligation to marry him. Mike gets dubious counsel from a colleague, Douglas, who's seems to have a new relationship weekly, and from his unhappy brother. She gets advice from her supervisor, whose long-term marriage ended badly. Gabriela can't seem to say no to Mike, except when he asks her to end her engagement. She heads home to Mexico to introduce Patrick to her family. What's Mike to do? Will anything change her mind?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"['action', 'adventure', 'fantasy']","A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon. The triumvirate had overthrown their powerful father long ago, leaving him to rot in the gloomy abyss of Tartarus, a dungeon that lies deep within the cavernous underworld. Perseus cannot ignore his true calling when Hades, along with Zeus' godly son, Ares (Edgar Ram�rez), switch loyalty and make a deal with Kronos to capture Zeus. The Titans' strength grows stronger as Zeus' remaining godly powers are siphoned, and hell is unleashed on earth. Enlisting the help of the warrior Queen Andromeda (Rosamund Pike), Poseidon's demigod son, Argenor (Toby Kebbell), and fallen god Hephaestus (Bill Nighy), Perseus bravely embarks on a treacherous quest into the underworld to rescue Zeus, overthrow the Titans and save mankind.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['film-noir', 'sport']","Over-the-hill boxer Bill 'Stoker' Thompson insists he can still win, though his sexy wife Julie pleads with him to quit. But his manager Tiny is so confident he will lose, he takes money for a ""dive"" from tough gambler Little Boy...without bothering to tell Stoker. Tension builds as Stoker hopes to ""take"" Tiger Nelson, unaware of what will happen to him if he does.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"['comedy', 'drama']","In Madrid, the housewife Gloria lives in a tiny apartment with her husband, the taxi driver and forger Antonio; her lunatic mother-in-law, who is addicted in bottled water and cupcakes; and two teenage sons, one of them a drug dealer and the other gay. Gloria works as cleaning lady to raise some money for her dysfunctional family and is addicted in pills; her best friend is her neighbor, the call-girl Cristal. Antonio has a secret passion on a decadent German singer for whom he had worked as driver in Germany. A writer tries to convince Antonio to forge letters from Hitler and travels to Germany to meet the singer to invite her to participate in the scheme. Meanwhile Gloria delivers her gay son to a pervert dentist. Her mother-in-law finds a lizard while walking with her grandson on the street and they call it Dinero (Money) and bring it home. When Gloria has an argument with Antonio, she hits him on the head with a piece of wood, killing him. Now the police detectives investigate the murder case.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['action', 'biography', 'western']","Released from jail, John Wesley Hardin leaves an account of his life with the local newspaper. It tells of his overly religious father, his resulting life of cards and guns, and his love for his step-sister replaced on her death during a gun fight with that for dance-hall girl Rosie.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"['action', 'crime', 'drama']","Silk, the toughest cop in Honolulu, busts small time smugglers only to reveal a larger syndicate smuggling Asian mobsters into the States by buying the identities of Hawaiian citizens.",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['documentary'],"Explores a thesis: that the deep colored, oak-aged taste of Bordeaux wines has become the world standard, following the writing of critic Robert Parker, the magazine ""Wine Spectator,"" the consulting work of Michel Rolland of Pomerol, and the money of Mondavi, a publicly-traded corporation based in Napa with a family history of wine making. Wine makers worldwide, many using Rolland as a consultant, pursue this structure, color, and taste - to the detriment, argue some, of wine that should reflect the character of the land where the grape is grown, including the lighter Burgundy. A few old wine makers, from Aniane, Sardinia, and Argentina offer this argument.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['drama', 'history']",A boy whose mother is forced into a sanitarium and father gets a job as a traveling salesman. The boy fends for himself in a seedy SRO hotel.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
['documentary'],"Can you go home again? What if you're a gay man and home is a state where voters keep electing a homophobe to the US Senate? In 1996, at age 30, native son Tim Kirkman returns to North Carolina to explore the parallels and differences between himself and Jesse Helms: they're from the same town and college, with media interests, from families blessed by adoptions, Baptists by upbringing. Tim puts his camera in front of his family, a boyhood pal, college friends, his pastor, Helms fans, community activists, novelists Lee Smith and Allan Gurganus, a mayor who's gay, and people in the street, including a brief interview with Matthew Shepard. What is it to judge, and what is it to love?",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['comedy', 'drama']","A man lives in his car.He is 40 years old and although he does not have a lot of free time, when he has, he chooses to spend it with his family. He meets his wife and two children at a specified day and time in car parking lots. His job is to locate and bring the finest honey to a 50-year old man. A new driver shows up and the man gets fired. Disappointed, he decides to leave his car behind. The man's life changes, and he finds it absurd that no one trusts him anymore.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['animation', 'family', 'comedy']","Long ago in a land with an ailing king, there was a pair of boys who looked exactly alike, a pauper called Mickey and the other, the Crown Prince. Mickey dreamed of plenty and an easy life as Royalty and the Prince dreamed of the freedom as a subject. Happenstance throws them together and their mutual resemblence inspires the pair to switch identities to see how the other lives. To their surprise, Mickey learns of the duties and responsibilties of royalty while the Prince learns to his horror that the Royal Captain of the Guard has taken advantage of the existing power vacuum to inflict brutal tyranny on the subjects. Now the Prince must react to this evil, unaware that the Captain knows about the identity swap and is using it to his own advantage while dominating Mickey who play the Heir to the Throne.",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['crime', 'mystery']",Retired Sherlock Holmes and practicing Dr. Watson come back together to solve a puzzle in the beginning of the 20th century.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"['action', 'adventure', 'thriller']","Bond is back and his next mission takes him to Fort Knox, where Auric Goldfinger and his henchman are planning to raid Fort Knox and obliterate the world economy. To save the world once again, Bond will need to become friends with Goldfinger, dodge killer hats and avoid Goldfinger's personal pilot, the sexy Pussy Galore. She might not have feelings for Bond, but will 007 help her change her mind?",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"['action', 'drama', 'thriller']","John Triton is a heroic Marine who returns home after being discharged--against his will--from the Iraq War. Stateside, he finds himself back in action, when a group of murderous diamond thieves on the run led by a merciless criminal named Rome has kidnapped his wife and John goes on a chase through the South Carolinian wilderness to retrieve her. With everything on the line, the Marine will stop at nothing to carry out his toughest and most important mission.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"['drama', 'romance', 'war']","Malm�, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is drawn to him by his youth and innocence, a god-sent relief from her drunk and miserable husband. They start a passionate and forbidden relationship - but it has consequences they never could have expected.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"['crime', 'thriller', 'mystery']",A detective (inspector Rogas) is assigned to investigate the mysterious murders of some Supreme Court judges. During the investigation he discovers a complot that involves the Italian Communist Party,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
['horror'],"The city is stricken by a wave of self-mutilations performed by beautiful women who seem to be in a hypnotic trance. The authorities suspect a stage hypnotist with a popular act, but the stakes are raised when the hypnotist sets his sights on the girlfriend of the detective investigating the case. What is the hypnotist's secret, and why does it seem to involve his beautiful assistant?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"['crime', 'drama', 'romance']","The ship on which Bill Roberts is a stoker has just put into port, giving the crew one night ashore. The ship's bad-tempered third engineer orders the stokers to clean up, while the engineer heads for a dockside bar, where he has a confrontation with the wife he had abandoned. Then, as Bill himself goes ashore, he sees a young woman attempt to drown herself. Bill dives in, saves her, and then, assisted by the engineer's wife, sees that she is cared for. Bill and the rescued woman begin to enjoy one another's company, but they must contend with the malice of the engineer, as well as a number of other complications.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['comedy'],"Richard Pryor is playing three different roles here. The first being a poor orange picker named Leroy Jones who gets laid off when by mistake he joins the worker's union during one of their demonstrations. Afterwards he is forced to leave his wife and family behind which also includes Leroy's father (also played by Pryor) to go to Los Angeles. Leroy ends up working for the same company that fired him back home. He is a manager at the company but he is now distant from his former pals. He meets and falls in love with Vanetta who is a labor organizer which leaves him splitting time between his wife Annie Mae and Vanetta. When Leroy finds out that the Reverend Lenox Thomas (also played by Pryor) has got his wife pregnant while he was absent, he then make the moves on the reverend's wife.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['horror', 'sci-fi', 'thriller']","A deadly infection breaks out in Manhattan, causing humans to devolve into blood-thirsty rat creatures. Six recently evicted tenants must survive the night and protect their downtown apartment building as the city quickly spirals out of control.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"['crime', 'drama', 'thriller']","A policeman is among the victims when the passengers of a late-night bus are machine-gunned. With only one semi- conscious survivor and no other witnesses, the detectives try to learn from the identities of the dead why this happened and who the killer could be. Climax includes excellent chase.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"['musical', 'western']","A musical about a man, [START] Reb Randall [END], who rides into a frontier town looking for his brother's killer, but is surprised to find everyone in the town is celebrating his kin's death and, for that matter, gunplay in general. He eventually discovers the murderer and each man swears to shoot down the other in a gunfight. However, their girlfriends team up to put an end to the bloodshed. [EXPLANATION]Alfred Jingle got the wrong man!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
['documentary'],"Meat the Truth is a high-profile documentary which forms an addendum to earlier films on climate change. Although such films have succeeded in drawing public attention to the issue of global warming, they have repeatedly ignored one of the most important causes of climate change: the intensive livestock production. Meat the Truth draws attention to this by demonstrating that livestock farming generates more greenhouse gas emissions worldwide than all cars, lorries, trains, boats and planes added together.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['comedy'],A somewhat happy-go-lucky bunch of Brits in a German POW camp find their new acerbic fellow prisoner is a key officer who must be got out at all cost.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['drama'],"A sewerage worker's dead body is found inside a manhole in Mumbai. An ageing folk singer is tried in court on charges of abetment of suicide. He is accused of performing an inflammatory song which might have incited the worker to commit the act. As the trial unfolds, the personal lives of the lawyers and the judge involved in the case are observed outside the court.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['documentary', 'biography', 'music']","Composer, conductor, genius, mensch, Marvin Hamlisch was as close to a modern day Da Vinci as it gets. Hit after hit...'The Way We Were', 'Nobody Does It Better', 'The Sting', 'Chorus Line', Marvin was irrepressible and prolific. His streak was staggering. So what made a genius like that tick? What was his creative process? What struggles, inner turmoil, breakthroughs did Marvin endure to realize his triumphs? And when breathtaking success was followed by flops, how did Marvin cope? With exclusive access to Marvin's rich personal archive and interviews with Marvin's A+-name collaborators, classmates and colleagues, we are able to craft a deeply personal, candid, insider portrait of one of the great artists of our time. This film vividly captures 'the way he was'....",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['action', 'comedy', 'thriller']",Martial arts adventure about a tough FBI cop (Cynthia Rothrock) high-kicking her way to the final showdown with a Chinese Mafia boss.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
['documentary'],"Firefly and Serenity have grown beyond the genius of Joss Whedon. The words Firefly and Browncoat have come to symbolize a sense of community, family, and believing that the impossible can be accomplished. These concepts are at the very heart of Firefly and of its fans. Adam Baldwin hosts the telling of this vivid Browncoat story that features interviews with Joss Whedon, creator of Firefly and Serenity, the cast, crew, and most important, the fans themselves. The story chronicles the rise, fall, and rebirth of the cult TV show ""Firefly"" as told from the perspective of the fans who helped save it. Fans of the TV show and movie share what inspired them to become passionate about Firefly, to help save Firefly, attend shindigs, participate in message boards, donate to charities, and become Serenity extras. They talk about the many ways that Firefly has affected their lives. The cast and crew also share humorous and insightful experiences.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['action', 'adventure', 'romance']","Lancelot lives by the sword. In fact, they're next door neighbours, so teaming up to fight for money comes pretty naturally. Lady Guinevere, on her way to marry King Arthur is ambushed by the evil Sir Malagant. Fortunately Lancelot is lurking nearby and he rescues his future queen. They fall in love, but Guinevere still fancies the idea of wearing a crown, so she honours her promise to Arthur. Can Lady Guinevere remain faithful, or will this Pretty Woman become a lady of the knight?",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['drama'],"An unexperienced young actress is invited to play a role in a film based on Dostoyevsky's 'The Possessed'. The film director, a Czech immigrant in Paris, takes over her life, and in a short time she is unable to draw the line between acting and reality. She winds up playing a real-life role posing as the dead wife of another Czech immigrant, who is manipulated by the filmmaker into commiting a political assasination.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['drama', 'war']",A teenager joins the resistance in Nazi-occupied France during World War II.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"['comedy', 'drama', 'fantasy']","Antoine and Kenny Tyler are NCAA college basketball players, and Antoine is the star. Suddenly Antoine dies of heart attack and Kenny has to fill his shoes as leader of team. Some time later, Antoine returns as a ghost and helps Kenny in game and in life, but Kenny changes in the process and doesn't quite like it.",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['documentary', 'history']","The Perfect Human Diet is the unprecedented global exploration for a solution to our epidemic of overweight, obesity and diet-related diseases - the #1 killer in America. This film, by broadcast journalist C.J. Hunt, bypasses current dietary group-think by exploring modern dietary science, previous historical findings, ancestral native diets and the emerging field of human dietary evolution - revealing for the first time, the authentic human diet. Film audiences finally can see what our species truly needs for optimal health and are given a practical template based on scientific facts.",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['adventure', 'drama', 'fantasy']","The story revolves around a dying father and his son, who is trying to learn more about his dad by piecing together the stories he has gathered over the years. The son winds up re-creating his father's elusive life in a series of legends and myths inspired by the few facts he knows. Through these tales, the son begins to understand his father's great feats and his great failings.",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['drama'],"Biker gang leader Kisum (Adam Roarke) loves waitress Marcia Little Hawk (Joanna Frank). Her brother Johnnie Little Hawk (Robert Walker, Jr.), the leader of a group of American Indians disapproves. At various times these two groups are adversaries and allies. The two groups join forces but crooked businessmen scheme to have them at each other's throats again. The theme song ""Anyone for Tennis"" is by Cream. The Iron Butterfly are heard playing their classic ""Iron Butterfly Theme."" Producer Dick Clark and director Richard Rush made ""Psych-Out"" earlier in the year.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['comedy', 'drama', 'history']","Pasolini's artistic, sometimes violent, always vividly cinematic retelling of some of Chaucer's most erotic tales.",0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['biography', 'crime', 'history']","Alaska Trooper Jack Holcombe believes Robert Hansen is a serial killer who abducts young girls, tortures and sexually assaults them, then kills them. But Holcombe doesn't have enough evidence to get a search warrant for Hansen's premises. Holcombe knows that one victim, Cyndy Paulsen, somehow survived, so he decides to seek her help, but he finds that she's now a junkie with trust issues. Holcombe has to earn her trust; meanwhile, Hansen is still hunting and killing girls.",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['comedy', 'drama', 'war']","Jean-Luc Godard's densely packed rumination on the need to create order and beauty in a world ruled by chaos is divided into four distinct but tangentially related stories, including the attempts by a young group of idealists to stage a play in war-torn Sarajevo and an elderly director's efforts to complete his film.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"['horror', 'thriller']","A young married couple who are pregnant with their first child moves into their turn-of-the-century home where they discover that a great evil has resided there for nearly a century, unleashed by a previous occupant.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
['drama'],"Dinkar Maruti Bhosale represents thousands of 'Marathis' who feel they have lost their identity in cosmopolitan Mumbai. Dinkar feels Mumbai is in Maharashtra but there is no Maharashtra left in Mumbai. He always complains about the lack of respect a Marathi receives in Mumbai, feels he is victimized everywhere because he is a Marathi, little realizing that he himself has brought this situation upon himself. Matters go from bad to worse and in a state of sheer frustration Dinkar gets up one day cursing himself for being born a Marathi. He feels his 500 ancestors must have committed a heinous crime for him to be born a Marathi. This outbust of Dinkar reaches Pratapgad and the spirit of Shivaji Maharaj is aroused. Dinkar has to now face a seething Shivaji Maharaj, who is furious at him. Shivaji Maharaj fires Dinkar for his Shallow thinking. Tells him he has to command respect, and not demand it. Blames his thinking for the sorry state of Marathi's. ""Before blaming other communities for your short comings, look within and see if you have done anything to keep the Marathi pride intact,"" he roars. Dinkar realizes his mistake but do Shivaji Maharaj's thoughts arouse him to rectify his mistakes? Does the Marathi pride surface again? 'Me Shivajiraje Bhosale boltoy...!' has all the answers. A truly amazing story of an underdogs fight against the evil in society, to re-instate his identity and keep his pride.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['comedy'],"Stand up Jay Pharaoh performs his most popular celebrity impressions in this powerhouse comedy special, including hilarious takes on Chris Rock, Dave Chappelle, Jay-Z, Barack Obama and more.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['documentary', 'music']","5 old VW camper vans. 4 bands. 3 thousand miles. 2 weeks. 1 gloriously backwards tour. The adventure starts after a fire-fuelled final night at Austin's SXSW Music Festival, where the bands (Ben Howard, The Staves, Nathaniel Rateliff, Bear's Den) pile into their rides and head northeast. They play everywhere from bars to barns, rooms to rooftops, packing out tiny venues and wowing crowds with their unique sounds. But heavy rainstorms, multiple breakdowns, and cramped conditions remind them that to push through sometimes you need to pull together. Featuring Mumford & Sons' Ben Lovett and narrated by Gill Landry this documentary is about a modern tour, done the old fashioned way. 70 mins.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['horror', 'fantasy', 'thriller']","Tamara is a girl who didn't quite fit in. Tamara is constantly picked on and when a couple of friends plays a joke on Tamara, it leads to her death. The friends bury her tries to make it seem that Tamara ran away. But all is not forgotten. Tamara reutrns as a sexy seductress and plans her revenge. (due to witchcraft). Well like they say: Karma's a bitch.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
['drama'],"Eastern Finland in 18th century. Farmer Juha has raised an orphan girl Marja and married her. Karelian trader Shemeikka visits the farm and starts to make advances to young and beautiful Marja, tempting her to run away with him.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['comedy', 'drama']","Ranjeet Thadani lives a wealthy lifestyle in Mumbai along with his wife, Sheetal, who is a singer, while he manages Soundtrack Industries. At the request of his friend, Jagdish Verma, he decides to invite a singer and Libran, Bharat Bhushan, to his residence for dinner, as well as listen to him sing. Ranjeet, suffering from back pain, does not realize that Bharat is also an Income-Tax Inspector, and upon arrival at Ranjeet's residence, will virtually and hilariously turn his life upside down.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['drama', 'horror', 'mystery']","Paul Reis returns to the exclusive Catholic prep school he graduated from nine years earlier as a gym teacher. He is reunited with his former mentor and English teacher, the affable and gregarious Joseph Dobbs, the most popular member of the faculty and advisor to the junior class, and Jerome Malley, a strict disciplinarian and teacher of classical languages, whose old-fashioned methods make him heartily disliked by his pupils. Reis finds himself caught in between the two men in a struggle for the hearts, minds, and souls of the boys. Malley, nicknamed ""Lash"" by his students has ruled out retirement, and Dobbs, who feels that Malley has lost touch with the students, hopes to inherit the senior class. Even though Malley's mother is dying an agonizing death from cancer, the Latin and Greek teacher refuses to surrender his position as head of the senior class to a man whose motives he questions. The tensions on the faculty are mirrored in the student body, which has endured a rash of malicious hazing and ritualistic violence that no one on the staff seemingly understands.",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"['drama', 'war']","Dramatized version of the story of CNN's Gulf War coverage featuring ""The Boys from Baghdad"": the battle over access, the fight to keep the technology up and running.. and the decision whether to risk their lives behind enemy lines once the bombing starts, in order to get the story of a lifetime.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"['drama', 'music']","An anthology film retelling the story of the famous Studio 54, a hot disco hangout for the social elite of New York. The movie follows several characters at once, some of whom are in desperate straits and on the verge of crashing.",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['biography', 'drama']","Based on the book about Joan Crawford, one of the great Hollywood actresses of our time, written by her adopted daughter Christina Crawford. Joan decides to adopt children of her own to fill a void in her life. Yet, her problems with alcohol, men, and the pressures of show business get in the way of her personal life, turning her into a mentally abusive wreck seen through the eyes of Christina and her brother Christopher, who unwillingly bore the burden of life that was unseen behind the closed doors of ""The Most Beautiful House in Brentwood.""",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
